"","study_title","primary_id","sequence_accession_number","run_id"
"2003","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031000","SRR12541456"
"2004","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9030999","SRR12541457"
"2005","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9030998","SRR12541458"
"2006","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9030997","SRR12541459"
"2007","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9030996","SRR12541460"
"2008","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9030995","SRR12541461"
"2009","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9030994","SRR12541462"
"2010","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9030993","SRR12541463"
"2011","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9030992","SRR12541464"
"2012","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9030991","SRR12541465"
"2013","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9030990","SRR12541466"
"2014","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9030989","SRR12541467"
"2015","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9030988","SRR12541468"
"2016","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9030987","SRR12541469"
"2017","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9030986","SRR12541470"
"2018","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9030985","SRR12541471"
"2019","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9030984","SRR12541472"
"2020","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9030983","SRR12541473"
"2021","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9030982","SRR12541474"
"2022","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9030981","SRR12541475"
"2023","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9030980","SRR12541476"
"2024","Study of the effects of wine and its derived metabolites on intestinal permeability using simulated gastrointestinal digestion","SRP320497","SRX10933053","SRR14585824"
"2025","Study of the effects of wine and its derived metabolites on intestinal permeability using simulated gastrointestinal digestion","SRP320497","SRX10933052","SRR14585825"
"2026","Study of the effects of wine and its derived metabolites on intestinal permeability using simulated gastrointestinal digestion","SRP320497","SRX10933051","SRR14585826"
"2027","Study of the effects of wine and its derived metabolites on intestinal permeability using simulated gastrointestinal digestion","SRP320497","SRX10933050","SRR14585827"
"2028","Study of the effects of wine and its derived metabolites on intestinal permeability using simulated gastrointestinal digestion","SRP320497","SRX10933049","SRR14585828"
"2029","Study of the effects of wine and its derived metabolites on intestinal permeability using simulated gastrointestinal digestion","SRP320497","SRX10933048","SRR14585829"
"2030","The Modulation of Chaihu Shugan Formula on Microbiota Composition in the Simulator of the Human Intestinal Microbial Ecosystem (SHIME) Technology Platform and Its Influence on Gut Barrier and Intestinal Immunity in Caco-2/THP1-blue Cell Co-culture M","SRP359931","SRX14189450","SRR18036826"
"2031","The Modulation of Chaihu Shugan Formula on Microbiota Composition in the Simulator of the Human Intestinal Microbial Ecosystem (SHIME) Technology Platform and Its Influence on Gut Barrier and Intestinal Immunity in Caco-2/THP1-blue Cell Co-culture M","SRP359931","SRX14189449","SRR18036827"
"2032","The Modulation of Chaihu Shugan Formula on Microbiota Composition in the Simulator of the Human Intestinal Microbial Ecosystem (SHIME) Technology Platform and Its Influence on Gut Barrier and Intestinal Immunity in Caco-2/THP1-blue Cell Co-culture M","SRP359931","SRX14189448","SRR18036828"
"2033","The Modulation of Chaihu Shugan Formula on Microbiota Composition in the Simulator of the Human Intestinal Microbial Ecosystem (SHIME) Technology Platform and Its Influence on Gut Barrier and Intestinal Immunity in Caco-2/THP1-blue Cell Co-culture M","SRP359931","SRX14189447","SRR18036829"
"2034","The Modulation of Chaihu Shugan Formula on Microbiota Composition in the Simulator of the Human Intestinal Microbial Ecosystem (SHIME) Technology Platform and Its Influence on Gut Barrier and Intestinal Immunity in Caco-2/THP1-blue Cell Co-culture M","SRP359931","SRX14189446","SRR18036830"
"2035","The Modulation of Chaihu Shugan Formula on Microbiota Composition in the Simulator of the Human Intestinal Microbial Ecosystem (SHIME) Technology Platform and Its Influence on Gut Barrier and Intestinal Immunity in Caco-2/THP1-blue Cell Co-culture M","SRP359931","SRX14189445","SRR18036831"
"2036","The Modulation of Chaihu Shugan Formula on Microbiota Composition in the Simulator of the Human Intestinal Microbial Ecosystem (SHIME) Technology Platform and Its Influence on Gut Barrier and Intestinal Immunity in Caco-2/THP1-blue Cell Co-culture M","SRP359931","SRX14189444","SRR18036832"
"2037","The Modulation of Chaihu Shugan Formula on Microbiota Composition in the Simulator of the Human Intestinal Microbial Ecosystem (SHIME) Technology Platform and Its Influence on Gut Barrier and Intestinal Immunity in Caco-2/THP1-blue Cell Co-culture M","SRP359931","SRX14189443","SRR18036833"
"2038","The Modulation of Chaihu Shugan Formula on Microbiota Composition in the Simulator of the Human Intestinal Microbial Ecosystem (SHIME) Technology Platform and Its Influence on Gut Barrier and Intestinal Immunity in Caco-2/THP1-blue Cell Co-culture M","SRP359931","SRX14189442","SRR18036834"
"2039","The Modulation of Chaihu Shugan Formula on Microbiota Composition in the Simulator of the Human Intestinal Microbial Ecosystem (SHIME) Technology Platform and Its Influence on Gut Barrier and Intestinal Immunity in Caco-2/THP1-blue Cell Co-culture M","SRP359931","SRX14189441","SRR18036835"
"2040","The Modulation of Chaihu Shugan Formula on Microbiota Composition in the Simulator of the Human Intestinal Microbial Ecosystem (SHIME) Technology Platform and Its Influence on Gut Barrier and Intestinal Immunity in Caco-2/THP1-blue Cell Co-culture M","SRP359931","SRX14189440","SRR18036836"
"2041","The Modulation of Chaihu Shugan Formula on Microbiota Composition in the Simulator of the Human Intestinal Microbial Ecosystem (SHIME) Technology Platform and Its Influence on Gut Barrier and Intestinal Immunity in Caco-2/THP1-blue Cell Co-culture M","SRP359931","SRX14189439","SRR18036837"
"2042","The Modulation of Chaihu Shugan Formula on Microbiota Composition in the Simulator of the Human Intestinal Microbial Ecosystem (SHIME) Technology Platform and Its Influence on Gut Barrier and Intestinal Immunity in Caco-2/THP1-blue Cell Co-culture M","SRP359931","SRX14189438","SRR18036838"
"2043","The Modulation of Chaihu Shugan Formula on Microbiota Composition in the Simulator of the Human Intestinal Microbial Ecosystem (SHIME) Technology Platform and Its Influence on Gut Barrier and Intestinal Immunity in Caco-2/THP1-blue Cell Co-culture M","SRP359931","SRX14189437","SRR18036839"
"2044","The Modulation of Chaihu Shugan Formula on Microbiota Composition in the Simulator of the Human Intestinal Microbial Ecosystem (SHIME) Technology Platform and Its Influence on Gut Barrier and Intestinal Immunity in Caco-2/THP1-blue Cell Co-culture M","SRP359931","SRX14189436","SRR18036840"
"2045","The Modulation of Chaihu Shugan Formula on Microbiota Composition in the Simulator of the Human Intestinal Microbial Ecosystem (SHIME) Technology Platform and Its Influence on Gut Barrier and Intestinal Immunity in Caco-2/THP1-blue Cell Co-culture M","SRP359931","SRX14189435","SRR18036841"
"2046","The Modulation of Chaihu Shugan Formula on Microbiota Composition in the Simulator of the Human Intestinal Microbial Ecosystem (SHIME) Technology Platform and Its Influence on Gut Barrier and Intestinal Immunity in Caco-2/THP1-blue Cell Co-culture M","SRP359931","SRX14189434","SRR18036842"
"2047","The Modulation of Chaihu Shugan Formula on Microbiota Composition in the Simulator of the Human Intestinal Microbial Ecosystem (SHIME) Technology Platform and Its Influence on Gut Barrier and Intestinal Immunity in Caco-2/THP1-blue Cell Co-culture M","SRP359931","SRX14189433","SRR18036843"
"2048","The Modulation of Chaihu Shugan Formula on Microbiota Composition in the Simulator of the Human Intestinal Microbial Ecosystem (SHIME) Technology Platform and Its Influence on Gut Barrier and Intestinal Immunity in Caco-2/THP1-blue Cell Co-culture M","SRP359931","SRX14189432","SRR18036844"
"2049","The Modulation of Chaihu Shugan Formula on Microbiota Composition in the Simulator of the Human Intestinal Microbial Ecosystem (SHIME) Technology Platform and Its Influence on Gut Barrier and Intestinal Immunity in Caco-2/THP1-blue Cell Co-culture M","SRP359931","SRX14189431","SRR18036845"
"2050","The Modulation of Chaihu Shugan Formula on Microbiota Composition in the Simulator of the Human Intestinal Microbial Ecosystem (SHIME) Technology Platform and Its Influence on Gut Barrier and Intestinal Immunity in Caco-2/THP1-blue Cell Co-culture M","SRP359931","SRX14189430","SRR18036846"
"2051","The Modulation of Chaihu Shugan Formula on Microbiota Composition in the Simulator of the Human Intestinal Microbial Ecosystem (SHIME) Technology Platform and Its Influence on Gut Barrier and Intestinal Immunity in Caco-2/THP1-blue Cell Co-culture M","SRP359931","SRX14189429","SRR18036847"
"2052","The Modulation of Chaihu Shugan Formula on Microbiota Composition in the Simulator of the Human Intestinal Microbial Ecosystem (SHIME) Technology Platform and Its Influence on Gut Barrier and Intestinal Immunity in Caco-2/THP1-blue Cell Co-culture M","SRP359931","SRX14189428","SRR18036848"
"2053","The Modulation of Chaihu Shugan Formula on Microbiota Composition in the Simulator of the Human Intestinal Microbial Ecosystem (SHIME) Technology Platform and Its Influence on Gut Barrier and Intestinal Immunity in Caco-2/THP1-blue Cell Co-culture M","SRP359931","SRX14189427","SRR18036849"
"2054","The Modulation of Chaihu Shugan Formula on Microbiota Composition in the Simulator of the Human Intestinal Microbial Ecosystem (SHIME) Technology Platform and Its Influence on Gut Barrier and Intestinal Immunity in Caco-2/THP1-blue Cell Co-culture M","SRP359931","SRX14189426","SRR18036850"
"2055","The Modulation of Chaihu Shugan Formula on Microbiota Composition in the Simulator of the Human Intestinal Microbial Ecosystem (SHIME) Technology Platform and Its Influence on Gut Barrier and Intestinal Immunity in Caco-2/THP1-blue Cell Co-culture M","SRP359931","SRX14189425","SRR18036851"
"2056","The Modulation of Chaihu Shugan Formula on Microbiota Composition in the Simulator of the Human Intestinal Microbial Ecosystem (SHIME) Technology Platform and Its Influence on Gut Barrier and Intestinal Immunity in Caco-2/THP1-blue Cell Co-culture M","SRP359931","SRX14189424","SRR18036852"
"2057","The Modulation of Chaihu Shugan Formula on Microbiota Composition in the Simulator of the Human Intestinal Microbial Ecosystem (SHIME) Technology Platform and Its Influence on Gut Barrier and Intestinal Immunity in Caco-2/THP1-blue Cell Co-culture M","SRP359931","SRX14189423","SRR18036853"
